"","date","guName","no2","o3","co","so2","pm10","pm25"
"1","201505080000","강남구",0.043,0.02,0.4,0.006,44,19
"2","201505082300","강남구",0.046,0.021,0.4,0.008,49,17
"3","201505080200","강남구",0.04,0.014,0.4,0.008,49,28
"4","201505080300","강남구",0.026,0.022,0.3,0.008,41,27
"5","201505080400","강남구",0.021,0.022,0.3,0.007,35,18
"6","201505080500","강남구",0.018,0.025,0.3,0.006,36,25
"7","201505080600","강남구",0.021,0.023,0.3,0.007,45,20
"8","201505080700","강남구",0.037,0.012,0.4,0.006,47,27
"9","201505080800","강남구",0.046,0.006,0.4,0.007,36,17
"10","201505080900","강남구",0.038,0.015,0.4,0.007,58,27
"11","201505081000","강남구",0.029,0.027,0.4,0.006,44,21
"12","201505081100","강남구",0.033,0.031,0.4,0.007,45,21
"13","201505081200","강남구",0.038,0.031,0.4,0.007,48,26
"14","201505081300","강남구",0.031,0.036,0.4,0.007,43,21
"15","201505081400","강남구",0.035,0.034,0.4,0.005,43,18
"16","201505081500","강남구",0.033,0.04,0.4,0.006,46,23
"17","201505081600","강남구",0.032,0.05,0.4,0.006,47,24
"18","201505081700","강남구",0.032,0.058,0.5,0.006,74,39
"19","201505081800","강남구",0.036,0.05,0.6,0.008,80,41
"20","201505081900","강남구",0.034,0.045,0.5,0.008,92,36
"21","201505082000","강남구",0.048,0.031,0.5,0.007,75,36
"22","201505082100","강남구",0.065,0.011,0.5,0.009,85,32
"23","201505082200","강남구",0.051,0.018,0.4,0.01,74,24
"24","201505080100","강남구",0.039,0.019,0.4,0.007,45,22
"25","201505080800","강동구",0.044,0.006,0.5,0.005,38,18
"26","201505080900","강동구",0.035,0.017,0.5,0.006,42,23
"27","201505081000","강동구",0.039,0.019,0.5,0.006,49,22
"28","201505081100","강동구",0.039,0.026,0.5,0.007,49,27
"29","201505081200","강동구",0.041,0.029,0.5,0.007,54,24
"30","201505081300","강동구",0.038,0.034,0.5,0.006,50,23
"31","201505081400","강동구",0.031,0.045,0.4,0.006,46,19
"32","201505081500","강동구",0.029,0.05,0.5,0.006,46,21
"33","201505081600","강동구",0.029,0.052,0.5,0.006,47,24
"34","201505081700","강동구",0.029,0.062,0.5,0.005,54,29
"35","201505081800","강동구",0.033,0.059,0.6,0.005,61,29
"36","201505081900","강동구",0.039,0.049,0.7,0.007,71,29
"37","201505082000","강동구",0.044,0.038,0.6,0.006,81,33
"38","201505082100","강동구",0.056,0.023,0.6,0.006,87,47
"39","201505082200","강동구",0.058,0.016,0.6,0.008,66,40
"40","201505082300","강동구",0.047,0.021,0.5,0.008,47,30
"41","201505080000","강동구",0.056,0.012,0.4,0.005,36,13
"42","201505080100","강동구",0.046,0.019,0.4,0.005,39,17
"43","201505080200","강동구",0.041,0.019,0.5,0.006,44,19
"44","201505080300","강동구",0.045,0.011,0.5,0.006,41,16
"45","201505080400","강동구",0.028,0.021,0.4,0.007,32,14
"46","201505080500","강동구",0.033,0.016,0.4,0.006,34,15
"47","201505080600","강동구",0.046,0.002,0.5,0.005,33,14
"48","201505080700","강동구",0.047,0.004,0.5,0.005,30,12
"49","201505080000","강북구",0.052,0.009,0.3,0.005,NA,NA
"50","201505080100","강북구",0.044,0.014,0.3,0.005,NA,NA
"51","201505082300","강북구",0.047,0.015,0.4,0.009,43,19
"52","201505082200","강북구",0.044,0.017,0.4,0.008,78,24
"53","201505082100","강북구",0.04,0.025,0.4,0.008,64,22
"54","201505082000","강북구",0.043,0.028,0.5,0.008,75,19
"55","201505081900","강북구",0.04,0.034,0.4,0.007,59,NA
"56","201505081800","강북구",0.03,0.048,0.4,0.007,54,NA
"57","201505081700","강북구",0.033,0.049,0.4,0.006,56,NA
"58","201505081600","강북구",0.037,0.034,0.4,0.006,37,NA
"59","201505081500","강북구",0.034,0.035,0.4,0.006,16,NA
"60","201505081400","강북구",0.036,0.033,0.4,0.006,NA,NA
"61","201505081300","강북구",0.035,0.032,0.4,0.007,NA,NA
"62","201505081200","강북구",0.044,0.021,0.4,0.007,NA,NA
"63","201505081100","강북구",0.037,0.022,0.4,0.007,NA,NA
"64","201505081000","강북구",0.027,0.025,0.3,0.006,NA,NA
"65","201505080900","강북구",0.026,0.019,0.3,0.006,NA,NA
"66","201505080800","강북구",0.035,0.008,0.3,0.006,NA,NA
"67","201505080700","강북구",0.033,0.008,0.3,0.005,NA,NA
"68","201505080600","강북구",0.037,0.005,0.3,0.005,NA,NA
"69","201505080500","강북구",0.029,0.012,0.3,0.005,NA,NA
"70","201505080400","강북구",0.04,0.007,0.3,0.005,NA,NA
"71","201505080300","강북구",0.036,0.014,0.3,0.005,NA,NA
"72","201505080200","강북구",0.04,0.014,0.3,0.006,NA,NA
"73","201505080000","강서구",0.026,0.026,0.3,0.007,47,20
"74","201505082300","강서구",0.034,0.031,0.3,0.009,35,14
"75","201505082100","강서구",0.059,0.008,0.4,0.012,65,28
"76","201505082000","강서구",0.056,0.012,0.4,0.016,54,24
"77","201505081900","강서구",0.042,0.034,0.4,0.011,65,29
"78","201505081800","강서구",0.043,0.044,0.5,0.01,68,36
"79","201505081700","강서구",0.024,0.068,0.4,0.008,73,34
"80","201505081600","강서구",0.025,0.076,0.4,0.006,63,40
"81","201505081500","강서구",0.025,0.052,0.3,0.006,54,27
"82","201505081400","강서구",0.032,0.039,0.4,0.007,54,27
"83","201505081300","강서구",0.044,0.026,0.4,0.006,83,35
"84","201505081200","강서구",0.04,0.025,0.4,0.006,64,35
"85","201505081100","강서구",0.038,0.022,0.4,0.005,63,37
"86","201505081000","강서구",0.04,0.018,0.4,0.006,58,38
"87","201505080900","강서구",0.037,0.019,0.3,0.006,52,38
"88","201505080800","강서구",0.025,0.032,0.3,0.006,46,35
"89","201505080700","강서구",0.015,0.043,0.3,0.005,45,30
"90","201505080600","강서구",0.01,0.046,0.2,0.006,40,27
"91","201505080500","강서구",0.015,0.032,0.2,0.007,39,28
"92","201505080400","강서구",0.016,0.028,0.2,0.006,32,22
"93","201505080300","강서구",0.019,0.023,0.2,0.007,30,20
"94","201505080200","강서구",0.022,0.022,0.2,0.008,38,21
"95","201505080100","강서구",0.03,0.019,0.2,0.006,33,21
"96","201505082200","강서구",0.048,0.019,0.4,0.01,63,19
"97","201505080000","관악구",0.042,0.019,0.5,0.008,53,32
"98","201505080100","관악구",0.034,0.027,0.5,0.008,47,31
"99","201505080200","관악구",0.027,0.028,0.5,0.009,41,27
"100","201505080300","관악구",0.033,0.019,0.5,0.01,44,28
"101","201505080400","관악구",0.03,0.017,0.4,0.009,48,28
"102","201505080500","관악구",0.014,0.038,0.4,0.007,46,31
"103","201505080600","관악구",0.014,0.04,0.4,0.006,46,32
"104","201505080700","관악구",0.031,0.024,0.5,0.006,57,39
"105","201505080800","관악구",0.035,0.021,0.5,0.006,64,40
"106","201505080900","관악구",0.032,0.025,0.5,0.006,64,39
"107","201505081000","관악구",0.034,0.028,0.6,0.006,65,43
"108","201505081100","관악구",0.032,0.033,0.6,0.006,62,43
"109","201505081200","관악구",0.04,0.031,0.6,0.007,58,45
"110","201505081300","관악구",0.037,0.04,0.6,0.006,56,44
"111","201505081400","관악구",0.029,0.055,0.6,0.005,53,40
"112","201505081500","관악구",0.023,0.065,0.5,0.006,58,40
"113","201505081600","관악구",0.03,0.074,0.6,0.006,77,49
"114","201505081700","관악구",0.025,0.074,0.7,0.008,83,NA
"115","201505081800","관악구",0.035,0.057,0.7,0.009,79,52
"116","201505081900","관악구",0.04,0.048,0.6,0.009,82,49
"117","201505082000","관악구",0.055,0.026,0.7,0.01,68,49
"118","201505082100","관악구",0.063,0.016,0.8,0.01,74,47
"119","201505082200","관악구",0.05,0.02,0.7,0.009,69,44
"120","201505082300","관악구",0.046,0.027,0.6,0.009,55,36
"121","201505080800","광진구",0.044,0.005,0.7,0.005,37,16
"122","201505080700","광진구",0.044,0.004,0.6,0.005,36,13
"123","201505081000","광진구",0.043,0.016,0.7,0.006,49,21
"124","201505081100","광진구",0.04,0.025,0.6,0.006,42,18
"125","201505081200","광진구",0.036,0.038,0.6,0.006,50,17
"126","201505081300","광진구",0.04,0.038,0.7,0.006,42,18
"127","201505081400","광진구",0.041,0.038,0.7,0.006,51,19
"128","201505081500","광진구",0.038,0.043,0.7,0.005,49,19
"129","201505081600","광진구",0.031,0.053,0.6,0.006,39,21
"130","201505081700","광진구",0.038,0.062,0.7,0.006,74,33
"131","201505081800","광진구",0.041,0.062,0.8,0.006,102,37
"132","201505081900","광진구",0.041,0.054,0.8,0.006,81,34
"133","201505082000","광진구",0.046,0.041,0.8,0.005,72,31
"134","201505082100","광진구",0.054,0.029,0.8,0.006,71,29
"135","201505082200","광진구",0.066,0.011,0.8,0.007,73,24
"136","201505082300","광진구",0.047,0.022,0.6,0.007,57,15
"137","201505080000","광진구",0.058,0.009,0.5,0.004,38,13
"138","201505080100","광진구",0.039,0.022,0.6,0.005,47,20
"139","201505080200","광진구",0.04,0.018,0.6,0.005,44,22
"140","201505080300","광진구",0.038,0.017,0.6,0.005,41,18
"141","201505080400","광진구",0.034,0.016,0.6,0.005,35,19
"142","201505080500","광진구",0.031,0.016,0.6,0.005,41,20
"143","201505080600","광진구",0.038,0.012,0.6,0.004,33,17
"144","201505080900","광진구",0.043,0.01,0.7,0.006,47,22
"145","201505080000","구로구",0.028,0.027,0.4,0.01,48,20
"146","201505082300","구로구",0.034,0.037,0.4,0.007,41,13
"147","201505080200","구로구",0.031,0.02,0.4,0.007,37,22
"148","201505080300","구로구",0.029,0.019,0.4,0.006,37,25
"149","201505080400","구로구",0.025,0.022,0.4,0.007,35,22
"150","201505080500","구로구",0.016,0.037,0.3,0.006,35,15
"151","201505080600","구로구",0.015,0.041,0.4,0.006,41,24
"152","201505080700","구로구",0.023,0.034,0.4,0.005,46,25
"153","201505080800","구로구",0.029,0.027,0.5,0.005,51,27
"154","201505080900","구로구",0.03,0.025,0.5,0.006,50,28
"155","201505081000","구로구",0.033,0.027,0.5,0.006,54,24
"156","201505081100","구로구",0.032,0.035,0.5,0.006,72,33
"157","201505081200","구로구",0.037,0.033,0.6,0.006,64,29
"158","201505081300","구로구",0.036,0.04,0.5,0.006,59,31
"159","201505081400","구로구",0.03,0.047,0.5,0.006,54,27
"160","201505081500","구로구",0.024,0.064,0.5,0.006,60,30
"161","201505081600","구로구",0.026,0.082,0.6,0.006,68,33
"162","201505081700","구로구",0.021,0.078,0.6,0.008,80,44
"163","201505081800","구로구",0.029,0.062,0.6,0.008,66,32
"164","201505081900","구로구",0.03,0.055,0.5,0.008,60,39
"165","201505082000","구로구",0.038,0.038,0.5,0.008,65,23
"166","201505082100","구로구",0.055,0.013,0.6,0.008,64,24
"167","201505082200","구로구",0.047,0.019,0.5,0.009,69,26
"168","201505080100","구로구",0.026,0.031,0.4,0.009,33,25
"169","201505080000","금천구",0.037,0.015,0.4,0.008,50,22
"170","201505082300","금천구",0.035,0.022,0.5,0.011,39,16
"171","201505080200","금천구",0.038,0.008,0.5,0.008,45,22
"172","201505080300","금천구",0.03,0.012,0.4,0.008,43,24
"173","201505080400","금천구",0.029,0.009,0.4,0.008,48,23
"174","201505080500","금천구",0.016,0.02,0.3,0.007,47,25
"175","201505080600","금천구",0.014,0.026,0.3,0.006,49,25
"176","201505080700","금천구",0.018,0.024,0.4,0.006,57,31
"177","201505080800","금천구",0.019,0.024,0.4,0.006,60,32
"178","201505080900","금천구",0.026,0.021,0.4,0.007,55,32
"179","201505081000","금천구",0.03,0.022,0.5,0.007,58,30
"180","201505081100","금천구",0.037,0.021,0.6,0.01,67,35
"181","201505081200","금천구",0.035,0.027,0.5,0.008,55,31
"182","201505081300","금천구",0.03,0.037,0.5,0.008,59,28
"183","201505081400","금천구",0.024,0.045,0.5,0.007,52,31
"184","201505081500","금천구",0.026,0.048,0.5,0.008,55,32
"185","201505081600","금천구",0.032,0.055,0.6,0.008,93,41
"186","201505081700","금천구",0.027,0.052,0.5,0.008,79,39
"187","201505081800","금천구",0.033,0.042,0.6,0.008,76,39
"188","201505081900","금천구",0.035,0.033,0.5,0.009,68,36
"189","201505082000","금천구",0.047,0.02,0.5,0.008,64,32
"190","201505082100","금천구",0.057,0.009,0.6,0.009,71,31
"191","201505082200","금천구",0.05,0.009,0.5,0.008,60,30
"192","201505080100","금천구",0.037,0.012,0.4,0.006,32,17
"193","201505080000","노원구",0.063,0.011,0.6,0.006,40,17
"194","201505080100","노원구",0.067,0.006,0.6,0.006,40,12
"195","201505082300","노원구",0.056,0.018,0.6,0.01,81,22
"196","201505082200","노원구",0.058,0.016,0.7,0.01,94,34
"197","201505082100","노원구",0.046,0.026,0.6,0.007,94,39
"198","201505082000","노원구",0.044,0.031,0.7,0.009,94,35
"199","201505081900","노원구",0.043,0.035,0.7,0.008,79,30
"200","201505081800","노원구",0.035,0.046,0.6,0.008,77,27
"201","201505081700","노원구",0.041,0.04,0.6,0.006,69,22
"202","201505081600","노원구",0.045,0.032,0.6,0.006,70,17
"203","201505081500","노원구",0.041,0.035,0.6,0.007,69,22
"204","201505081400","노원구",0.037,0.034,0.5,0.006,54,13
"205","201505081300","노원구",0.037,0.034,0.5,0.006,63,17
"206","201505081200","노원구",0.045,0.026,0.6,0.007,63,24
"207","201505081100","노원구",0.04,0.025,0.6,0.008,63,21
"208","201505081000","노원구",0.027,0.029,0.5,0.007,60,19
"209","201505080900","노원구",0.025,0.025,0.5,0.006,62,19
"210","201505080800","노원구",0.034,0.016,0.5,0.007,63,24
"211","201505080700","노원구",0.042,0.009,0.6,0.006,58,22
"212","201505080600","노원구",0.044,0.007,0.6,0.006,51,18
"213","201505080500","노원구",0.046,0.008,0.5,0.007,49,18
"214","201505080400","노원구",0.049,0.009,0.5,0.006,45,17
"215","201505080300","노원구",0.049,0.012,0.5,0.005,45,12
"216","201505080200","노원구",0.059,0.008,0.5,0.005,40,13
"217","201505080000","도봉구",0.057,0.011,0.4,0.004,38,23
"218","201505082300","도봉구",0.051,0.019,0.5,0.013,56,37
"219","201505082100","도봉구",0.049,0.028,0.6,0.009,85,55
"220","201505082000","도봉구",0.047,0.037,0.6,0.009,83,46
"221","201505081900","도봉구",0.047,0.04,0.6,0.009,79,40
"222","201505081800","도봉구",0.041,0.052,0.7,0.009,74,49
"223","201505081700","도봉구",0.041,0.048,0.6,0.008,62,37
"224","201505081600","도봉구",0.043,0.037,0.6,0.007,45,28
"225","201505081500","도봉구",0.043,0.038,0.6,0.007,45,28
"226","201505081400","도봉구",0.042,0.038,0.6,0.007,46,30
"227","201505081300","도봉구",0.049,0.03,0.6,0.007,53,28
"228","201505081200","도봉구",0.053,0.023,0.5,0.008,33,20
"229","201505081100","도봉구",0.042,0.03,0.5,0.009,50,28
"230","201505081000","도봉구",0.036,0.027,0.5,0.009,44,25
"231","201505080900","도봉구",0.04,0.017,0.5,0.008,50,22
"232","201505080800","도봉구",0.04,0.014,0.5,0.006,43,33
"233","201505080700","도봉구",0.04,0.01,0.4,0.005,41,23
"234","201505080600","도봉구",0.045,0.006,0.4,0.005,42,21
"235","201505080500","도봉구",0.044,0.009,0.4,0.005,41,24
"236","201505080400","도봉구",0.046,0.009,0.4,0.005,40,25
"237","201505080300","도봉구",0.046,0.016,0.4,0.005,42,26
"238","201505080200","도봉구",0.041,0.021,0.4,0.005,43,27
"239","201505080100","도봉구",0.053,0.013,0.4,0.005,53,23
"240","201505082200","도봉구",0.049,0.021,0.6,0.011,76,55
"241","201505081600","동대문구",0.036,0.053,0.5,0.007,47,30
"242","201505081700","동대문구",0.035,0.07,0.6,0.008,66,36
"243","201505081800","동대문구",0.033,0.064,0.6,0.009,74,43
"244","201505081900","동대문구",0.04,0.05,0.6,0.009,87,39
"245","201505082000","동대문구",0.064,0.025,0.6,0.011,80,37
"246","201505082100","동대문구",0.071,0.011,0.6,0.013,76,44
"247","201505082200","동대문구",0.075,0.007,0.7,0.014,84,49
"248","201505082300","동대문구",0.061,0.015,0.5,0.011,54,27
"249","201505080000","동대문구",0.057,0.013,0.5,0.009,49,26
"250","201505080100","동대문구",0.038,0.026,0.4,0.009,53,25
"251","201505080200","동대문구",0.049,0.011,0.4,0.008,45,20
"252","201505080300","동대문구",0.05,0.005,0.4,0.007,41,24
"253","201505080400","동대문구",0.037,0.01,0.4,0.008,46,27
"254","201505080500","동대문구",0.023,0.021,0.4,0.007,42,22
"255","201505080600","동대문구",0.019,0.033,0.4,0.007,41,27
"256","201505080700","동대문구",0.036,0.018,0.4,0.007,46,29
"257","201505080800","동대문구",0.043,0.011,0.4,0.008,44,26
"258","201505080900","동대문구",0.044,0.015,0.5,0.009,47,23
"259","201505081000","동대문구",0.049,0.019,0.5,0.009,44,24
"260","201505081100","동대문구",0.043,0.03,0.5,0.009,50,28
"261","201505081200","동대문구",0.04,0.037,0.5,0.008,46,27
"262","201505081300","동대문구",0.038,0.041,0.5,0.008,39,23
"263","201505081400","동대문구",0.037,0.043,0.5,0.007,42,26
"264","201505081500","동대문구",0.041,0.04,0.5,0.007,45,21
"265","201505080000","동작구",0.038,0.022,0.4,0.007,41,22
"266","201505082300","동작구",0.041,0.031,0.4,0.01,36,24
"267","201505080200","동작구",0.038,0.013,0.4,0.008,36,22
"268","201505080300","동작구",0.022,0.021,0.4,0.008,39,22
"269","201505080400","동작구",0.022,0.018,0.4,0.006,40,24
"270","201505080500","동작구",0.015,0.025,0.3,0.007,36,23
"271","201505080600","동작구",0.015,0.031,0.4,0.006,46,30
"272","201505080700","동작구",0.029,0.018,0.4,0.006,50,33
"273","201505080800","동작구",0.034,0.016,0.4,0.005,57,36
"274","201505080900","동작구",0.033,0.021,0.5,0.006,50,34
"275","201505081000","동작구",0.031,0.029,0.4,0.006,49,37
"276","201505081100","동작구",0.031,0.034,0.5,0.006,45,32
"277","201505081200","동작구",0.034,0.038,0.5,0.005,49,29
"278","201505081300","동작구",0.038,0.038,0.5,0.005,47,29
"279","201505081400","동작구",0.035,0.047,0.5,0.005,48,27
"280","201505081500","동작구",0.026,0.061,0.4,0.005,53,32
"281","201505081600","동작구",0.027,0.07,0.5,0.005,67,38
"282","201505081700","동작구",0.031,0.066,0.6,0.007,73,50
"283","201505081800","동작구",0.03,0.054,0.6,0.007,63,40
"284","201505081900","동작구",0.033,0.05,0.5,0.007,63,42
"285","201505082000","동작구",0.047,0.029,0.5,0.008,55,36
"286","201505082100","동작구",0.058,0.017,0.5,0.007,60,36
"287","201505082200","동작구",0.046,0.025,0.4,0.009,48,30
"288","201505080100","동작구",0.042,0.016,0.4,0.009,35,24
"289","201505080100","마포구",0.03,0.037,0.4,0.006,NA,NA
"290","201505080200","마포구",0.048,0.019,0.4,0.005,NA,NA
"291","201505080300","마포구",0.03,0.022,0.4,0.005,NA,NA
"292","201505080400","마포구",0.017,0.029,0.3,0.005,NA,NA
"293","201505080500","마포구",0.02,0.029,0.4,0.004,NA,NA
"294","201505080600","마포구",0.022,0.041,0.4,0.004,NA,NA
"295","201505080700","마포구",0.019,0.047,0.4,0.004,NA,NA
"296","201505080800","마포구",0.037,0.033,0.4,0.004,NA,NA
"297","201505080900","마포구",0.041,0.021,0.5,0.005,NA,NA
"298","201505081000","마포구",0.037,0.024,0.5,0.005,NA,NA
"299","201505081100","마포구",0.038,0.036,0.5,0.005,58,33
"300","201505081200","마포구",0.051,0.037,0.5,0.005,59,34
"301","201505081300","마포구",0.046,0.04,0.5,0.005,NA,NA
"302","201505081400","마포구",0.051,0.043,0.5,0.005,52,34
"303","201505081500","마포구",0.04,0.048,0.5,0.005,NA,NA
"304","201505081600","마포구",0.031,0.065,0.5,0.005,67,42
"305","201505081700","마포구",0.026,0.084,0.6,0.006,77,48
"306","201505081800","마포구",NA,NA,NA,NA,65,42
"307","201505081900","마포구",0.049,0.056,0.6,0.006,67,41
"308","201505082000","마포구",0.07,0.032,0.6,0.009,67,41
"309","201505082100","마포구",0.075,0.012,0.7,0.012,69,40
"310","201505082200","마포구",0.054,0.016,0.6,0.01,69,40
"311","201505082300","마포구",0.044,0.03,0.4,0.006,58,33
"312","201505080000","서대문구",0.051,0.018,0.3,0.007,54,24
"313","201505082300","서대문구",0.051,0.022,0.5,0.009,65,9
"314","201505080200","서대문구",0.05,0.008,0.3,0.005,52,30
"315","201505080300","서대문구",0.035,0.014,0.2,0.005,48,17
"316","201505080400","서대문구",0.021,0.023,0.3,0.004,37,21
"317","201505080500","서대문구",0.017,0.026,0.1,0.004,31,20
"318","201505080600","서대문구",0.017,0.035,0.2,0.005,41,19
"319","201505080700","서대문구",0.016,0.037,0.3,0.004,44,24
"320","201505080800","서대문구",0.036,0.016,0.4,0.005,41,17
"321","201505080900","서대문구",0.046,0.011,0.5,0.007,47,30
"322","201505081000","서대문구",0.053,0.012,0.5,0.008,49,18
"323","201505081100","서대문구",0.056,0.017,0.4,0.008,55,34
"324","201505081200","서대문구",0.045,0.029,0.3,0.006,56,31
"325","201505081300","서대문구",0.042,0.031,0.2,0.006,NA,NA
"326","201505081400","서대문구",0.045,0.031,1.1,0.006,NA,NA
"327","201505081500","서대문구",0.053,0.031,0.1,0.007,NA,NA
"328","201505081600","서대문구",0.044,0.046,0.7,0.006,NA,NA
"329","201505081700","서대문구",0.031,0.065,0.2,0.007,NA,NA
"330","201505081800","서대문구",0.037,0.05,1.8,0.008,NA,NA
"331","201505081900","서대문구",0.059,0.032,NA,0.01,NA,NA
"332","201505082000","서대문구",0.065,0.02,0.3,0.012,25,NA
"333","201505082100","서대문구",0.073,0.009,0.4,0.015,39,16
"334","201505082200","서대문구",0.072,0.011,0.4,0.014,36,13
"335","201505080100","서대문구",0.033,0.025,0.4,0.006,40,19
"336","201505080800","서초구",0.033,0.012,0.5,0.006,50,26
"337","201505080900","서초구",0.03,0.018,0.5,0.006,49,24
"338","201505081000","서초구",0.03,0.022,0.5,0.006,47,24
"339","201505081100","서초구",0.036,0.02,0.5,0.006,59,33
"340","201505081200","서초구",0.035,0.024,0.5,0.006,68,30
"341","201505081300","서초구",0.037,0.027,0.6,0.006,51,25
"342","201505081400","서초구",0.041,0.026,0.6,0.006,55,26
"343","201505081500","서초구",0.035,0.036,0.6,0.006,68,23
"344","201505081600","서초구",0.028,0.051,0.6,0.006,58,29
"345","201505081700","서초구",0.03,0.059,0.6,0.007,80,41
"346","201505081800","서초구",0.026,0.053,0.6,0.008,86,37
"347","201505081900","서초구",0.028,0.046,0.6,0.007,76,33
"348","201505082000","서초구",0.04,0.028,0.6,0.008,63,30
"349","201505082100","서초구",0.054,0.009,0.6,0.009,66,27
"350","201505082200","서초구",0.043,0.016,0.5,0.009,64,22
"351","201505082300","서초구",0.036,0.022,0.5,0.008,45,13
"352","201505080000","서초구",0.027,0.025,0.4,0.006,45,15
"353","201505080100","서초구",0.031,0.019,0.5,0.006,42,13
"354","201505080200","서초구",0.029,0.017,0.5,0.007,40,25
"355","201505080300","서초구",0.016,0.027,0.4,0.007,36,22
"356","201505080400","서초구",0.017,0.021,0.4,0.008,36,21
"357","201505080500","서초구",0.013,0.027,0.4,0.007,35,20
"358","201505080600","서초구",0.015,0.028,0.4,0.006,38,19
"359","201505080700","서초구",0.025,0.018,0.5,0.006,48,29
"360","201505080000","성동구",0.051,0.008,0.3,0.003,48,19
"361","201505080100","성동구",0.049,0.006,0.4,0.004,65,28
"362","201505082300","성동구",0.05,0.016,0.3,0.011,49,19
"363","201505082200","성동구",0.063,0.008,0.4,0.01,67,19
"364","201505082100","성동구",0.063,0.009,0.5,0.007,60,24
"365","201505082000","성동구",0.049,0.028,0.4,0.007,70,51
"366","201505081900","성동구",0.045,0.039,0.5,0.007,83,40
"367","201505081800","성동구",0.037,0.054,0.5,0.007,98,39
"368","201505081700","성동구",0.037,0.062,0.4,0.006,82,31
"369","201505081600","성동구",0.034,0.048,0.4,0.005,52,24
"370","201505081500","성동구",0.037,0.037,0.4,0.005,61,31
"371","201505081400","성동구",0.032,0.039,0.3,0.005,46,17
"372","201505081300","성동구",0.033,0.039,0.4,0.006,54,24
"373","201505081200","성동구",0.037,0.032,0.4,0.006,57,21
"374","201505081100","성동구",0.033,0.03,0.3,0.007,47,21
"375","201505081000","성동구",0.036,0.02,0.3,0.007,50,34
"376","201505080900","성동구",0.04,0.01,0.4,0.007,49,23
"377","201505080800","성동구",0.038,0.009,0.3,0.005,43,24
"378","201505080700","성동구",0.026,0.021,0.3,0.003,46,34
"379","201505080600","성동구",0.024,0.016,0.3,0.003,40,25
"380","201505080500","성동구",0.026,0.012,0.2,0.004,34,24
"381","201505080400","성동구",0.036,0.005,0.3,0.003,39,27
"382","201505080300","성동구",0.031,0.012,0.3,0.005,33,21
"383","201505080200","성동구",0.036,0.012,0.4,0.004,45,30
"384","201505080000","성북구",0.053,0.011,0.4,0.005,42,18
"385","201505082300","성북구",0.056,0.011,0.5,0.011,53,27
"386","201505082100","성북구",0.058,0.016,0.6,0.009,82,42
"387","201505082000","성북구",0.051,0.031,0.6,0.008,98,43
"388","201505081900","성북구",0.047,0.042,0.6,0.007,65,29
"389","201505081800","성북구",0.033,0.062,0.6,0.006,66,31
"390","201505081700","성북구",0.036,0.062,0.5,0.006,63,32
"391","201505081600","성북구",0.041,0.041,0.6,0.006,51,30
"392","201505081500","성북구",0.042,0.037,0.6,0.007,44,23
"393","201505081400","성북구",0.041,0.038,0.6,0.007,44,20
"394","201505081300","성북구",0.044,0.032,0.6,0.007,44,22
"395","201505081200","성북구",0.046,0.027,0.6,0.007,51,27
"396","201505081100","성북구",0.046,0.02,0.6,0.008,58,27
"397","201505081000","성북구",0.04,0.02,0.6,0.007,48,22
"398","201505080900","성북구",0.033,0.018,0.4,0.007,48,24
"399","201505080800","성북구",0.038,0.008,0.5,0.006,43,19
"400","201505080700","성북구",0.037,0.008,0.4,0.005,46,25
"401","201505080600","성북구",0.025,0.024,0.4,0.005,41,15
"402","201505080500","성북구",0.027,0.017,0.4,0.005,41,19
"403","201505080400","성북구",0.031,0.013,0.4,0.005,48,16
"404","201505080300","성북구",0.029,0.023,0.4,0.006,49,13
"405","201505080200","성북구",0.036,0.018,0.4,0.006,50,17
"406","201505080100","성북구",0.049,0.009,0.4,0.006,48,23
"407","201505082200","성북구",0.061,0.007,0.6,0.01,71,37
"408","201505080000","송파구",0.037,0.017,0.4,0.005,37,15
"409","201505082300","송파구",0.039,0.021,0.5,0.011,58,19
"410","201505080200","송파구",0.038,0.009,0.5,0.005,36,15
"411","201505080300","송파구",0.032,0.011,0.5,0.007,41,16
"412","201505080400","송파구",0.028,0.016,0.5,0.008,32,15
"413","201505080500","송파구",0.028,0.014,0.5,0.008,35,18
"414","201505080600","송파구",0.027,0.014,0.4,0.007,34,17
"415","201505080700","송파구",0.038,0.006,0.5,0.008,36,14
"416","201505080800","송파구",0.033,0.012,0.5,0.009,40,18
"417","201505080900","송파구",0.031,0.018,0.5,0.009,48,21
"418","201505081000","송파구",0.031,0.024,0.5,0.011,51,25
"419","201505081100","송파구",0.031,0.03,0.5,0.01,46,19
"420","201505081200","송파구",0.029,0.039,0.5,0.009,54,23
"421","201505081300","송파구",0.023,0.052,0.5,0.008,41,20
"422","201505081400","송파구",0.033,0.042,0.6,0.009,49,23
"423","201505081500","송파구",0.024,0.05,0.5,0.008,51,23
"424","201505081600","송파구",0.022,0.058,0.6,0.008,51,22
"425","201505081700","송파구",0.023,0.068,0.5,0.008,63,29
"426","201505081800","송파구",0.023,0.067,0.6,0.008,61,28
"427","201505081900","송파구",0.028,0.058,0.7,0.009,59,26
"428","201505082000","송파구",0.036,0.042,0.6,0.008,62,30
"429","201505082100","송파구",0.046,0.023,0.6,0.009,57,24
"430","201505082200","송파구",0.048,0.017,0.6,0.01,67,28
"431","201505080100","송파구",0.033,0.017,0.4,0.004,39,17
"432","201505080800","양천구",0.035,0.021,0.4,0.006,48,23
